place_name,latitude,longitude,rating,review_text
"Clutch Cafe",7.0343853,125.5081596,5,"Amazing coffee and vibes!"
"Clutch Cafe",7.0343853,125.5081596,5,"Affordable and Great drinks! Lami ang Lemonades and especially ang Coco Hazelnut na iced coffee 🩷"
"Clutch Cafe",7.0343853,125.5081596,5,"wow, food so yummy."
"Clutch Cafe",7.0343853,125.5081596,5,"the ambience was giving, and the staff was approachable, they indeed provide exceptional service, as well as the quality of drinks. I highly recommended ""CLUTCH CAFE"" 10/10💫💯"
"Clutch Cafe",7.0343853,125.5081596,5,"The coffee is good and their service is superb"
"Clutch Cafe",7.0343853,125.5081596,5,"Good service! Must visit cafe until 2am 👌🏻 …"
"Clutch Cafe",7.0343853,125.5081596,5,"The coffee is affordable and taste good💗"
"Clutch Cafe",7.0343853,125.5081596,5,"Very affordable and relaxing place. Highly recommended!"
"Clutch Cafe",7.0343853,125.5081596,5,"The atmosphere is cozy and inviting, with a great mix of modern and rustic decor. The soft lighting and comfortable seating make it a perfect spot for a relaxed afternoon coffee or even a casual business meeting."
"Clutch Cafe",7.0343853,125.5081596,5,"Chill place good for relaxation and leisure"
"Clutch Cafe",7.0343853,125.5081596,5,"I like their Spanish Latte"
"Clutch Cafe",7.0343853,125.5081596,5,"Good experience 😘"
"Clutch Cafe",7.0343853,125.5081596,5,"Peaceful place 😊"
"Clutch Cafe",7.0343853,125.5081596,5,"Approachable and affordable"
"Clutch Cafe",7.0343853,125.5081596,5,""
"Clutch Cafe",7.0343853,125.5081596,5,"Sheeshh"
"Clutch Cafe",7.0343853,125.5081596,5,"The coffee and cookies are delicious :)"
"Clutch Cafe",7.0343853,125.5081596,5,"The staff is very friendly, the sea salt latte is delicious! There's even a car wash in the back."
"Clutch Cafe",7.0343853,125.5081596,5,"This place is so chill. The powder on the fries is delicious, as are some of the choco drinks!!"
"Clutch Cafe",7.0343853,125.5081596,5,"Nice ambiance, very chill ang place. Very accommodating and friendly yung mga staffs nila,, eeeyy. Good drinks! we ordered matcha latte and spanish latte and good food. affordable lang! must tryyy 🥰🥰 anyways, lami bbq flavor sailang fries!!!"
"Clutch Cafe",7.0343853,125.5081596,5,"Very nice and cozy. The staffs are handsome and even handsomer, And you can even get a car wash while having coffee"
"Clutch Cafe",7.0343853,125.5081596,5,"Their staff is super accommodating and their drinks did not disappoint!! I tried their Lychee soda, it tasted like lychee."
"Clutch Cafe",7.0343853,125.5081596,5,"The food is yummy and the atmosphere is chill."
"Clutch Cafe",7.0343853,125.5081596,5,"It's so delicious, I almost forgot your name!!!"
"Clutch Cafe",7.0343853,125.5081596,5,"Quick Review: Delicious"
"Clutch Cafe",7.0343853,125.5081596,5,""
"Clutch Cafe",7.0343853,125.5081596,5,""
"Clutch Cafe",7.0343853,125.5081596,5,""
"Clutch Cafe",7.0343853,125.5081596,5,""
"Clutch Cafe",7.0343853,125.5081596,5,""
"Clutch Cafe",7.0343853,125.5081596,5,""
"Clutch Cafe",7.0343853,125.5081596,5,""
"Clutch Cafe",7.0343853,125.5081596,5,""
