place_name,latitude,longitude,rating,review_text
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"One of my favorite coffee shops in the city! I love how they are playful with their drinks and menu options, and how they are so great with making themes for their space. They are definitely one of the best dessert coffees in town. A must visit!!!"
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"Yummy coffee and food! The ambiance was also great. They have different themes and open on certain dates so make sure to check their IG!"
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"I found this coffee shop through a Facebook ad and decided to give it a try. So far, so good. I ordered their black lava Hawaiian sea salt-flavored coffee and coconut cream cheesecake, and both were really tasty. The flavors were unique and different from other cafes in the city. What makes this shop stand out is that it doesn’t open daily. They announce their opening days on their Facebook page, which adds a bit of excitement to visiting. I really love the coffee and cake I had, and I will definitely come back to try more of their drinks and food."
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"One of the best creative cafes in Davao if you're looking for unique drinks and food. They usually have themed menu items every month, so every visit brings forth a new experience. They prepare their drinks manually, so during rush hours, your orders may take more time. If you're in a rush, I suggest coming back another time because their charm lies in the process and the vibe of just slowing down at their corner."
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"Friendly TIP: Keep your eyes peeled on their socials for the next operating hours. It just so happened that I noted their schedule last weekend. And I made sure to be there by 3 p.m. as the parking was just along the road. The Summertime Love and Korean Fried Chicken Sandwich were both filling. Love the place and what they did with the interior. The walls were high so upon entry it’s like a whole different sanctuary secluded from the rest. Will surely be back!"
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"This coffeeshop was recommended by Chef Jerico from Misa Dining and we have to say it was some good slow coffee. We got their Laguna Cheesecake & Their Coconut buttered Latte. It sounds heavy but everything was balanced and just the right amount of sweetness. We didn’t have the chance to take photo of the food but trust us on this."
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,4,"It's worth the price . When you'll order it will feel like you're making a mistake as it's too expensive but once the food and drinks arrive your perceptive will change . It's a bummer that they open just on weekends."
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"This coffeeshop was recommended by Chef Jerico from Misa Dining and we have to say it was some good slow coffee."
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"It was such a mesmerizing place. The ambiance, the vibe everything was awesome. I ordered Coconut Butter Latte which was by far the best coffee I’ve ever had in Davao City. And the Spinach Dip was also amazing. Definitely recommend you all to try it once. You’ll definitely crave to go back again."
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"One of Davao’s hidden gems! I was able to attend the last day of their Cinco de Mayo celebration. Im not a fan of matcha drinks but their matcha was the bomb! I highly recommend their matcha sea salt drink, sweet but you could still taste more bitterness. Their watermelon drink was very refreshing! And not to mention the fries 😍. A must try cafe!"
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"All their dishes are amazing. It is worth trying! Gonna try it here again with my friends they better know this place. Lastly, I love the aroma of the coffee here."
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"All their food and drinks are a hit! My faves are the smelt sandwich and the summertime love ♥️"
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"Fav coffee shop! Very cozy and their food is delicious, super worth it for its price! Must try guys!!"
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"Their menu is so delicious! Recommended!!"
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"The plating of the food is presentable. I LOVE THE AMBIANCE <3"
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,"Their desserts are just the right sweetness, not overpowering."
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,4,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,4,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,4,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,5,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,1,""
"One Corner Coffee Lifestyle and Beyond",7.0940788,125.5977604,4,""
