place_name,latitude,longitude,rating,review_text
"Coffeepaste Davao",7.0717741,125.6124339,5,"My absolute favorite coffee shop at Roxas! I come here as often as possible either alone or with my friends, love the service of the barista’s, very nice and very open to the costumers, food and coffee is amazing, can’t beat the price on that! love the matcha and the Spanish latte! (Pro Max lol)"
"Coffeepaste Davao",7.0717741,125.6124339,4,"Yes, the place closes at 8pm. Got ₱80 16oz Iced Vanilla Espresso in plastic cup. Wanted the sticker. Lami but not enough to save you from spicy stuff. Ordered ₱100 Buffalo chicken rice meal. Standard rice like plastic 1 cup portion and sud-an that's three to four pieces with sauce. Spicy sija. Lots of charging ports. Free water refills. Air-conditioned. Instagrammable."
"Coffeepaste Davao",7.0717741,125.6124339,5,"Pretty good food, relatively affordable (fast food is cheaper), but the quality of the food, the atmosphere, and the service is a lot better. Bonus points for being just outside AdDU. Just wish they had card payments so I could pay with Google Pay."
"Coffeepaste Davao",7.0717741,125.6124339,4,"I love the place so much lol. I find it really cute and aesthetic even tho it's kind of small. When we got there the place was packed so we had to go to the top floor (which is really cute lol). I love the fact that they had board games there too. Perfect for killing time while waiting for your food. Speaking of food, I think it was ok. Served fast and tastes good, nothing special, but given the price you're paying, I think it's really really fair. I just think this isn't a good place to study tho, it was kind of noisy when we got there (maybe it's a lot more quiet during the night)."
"Coffeepaste Davao",7.0717741,125.6124339,4,"The food and drinks are very budget friendly for students and it's really good. However, if you need a big space for studying, their space is quite small. Overall though, my visit here was worth it. Would definitely be coming back occasionally."
"Coffeepaste Davao",7.0717741,125.6124339,4,"They offer delicious flavored cold brew coffees at an amazingly affordable price, perfect for those mornings or afternoon pick-me-ups."
"Coffeepaste Davao",7.0717741,125.6124339,5,"Great matcha, good price and nice atmosphere."
"Coffeepaste Davao",7.0717741,125.6124339,5,"The best chicken & drinks in town!! 💯"
"Coffeepaste Davao",7.0717741,125.6124339,5,"Still the same, this coffee is the best!"
"Coffeepaste Davao",7.0717741,125.6124339,5,"Bought La Bombon, a Vietnamese coffee."
"Coffeepaste Davao",7.0717741,125.6124339,5,"Nice ambiance, relaxing."
"Coffeepaste Davao",7.0717741,125.6124339,5,"affordable yet quality drinks!"
"Coffeepaste Davao",7.0717741,125.6124339,5,"good food! serving was really quick even if puno ang cafe. very affordable food and drinks as well!"
"Coffeepaste Davao",7.0717741,125.6124339,5,""
"Coffeepaste Davao",7.0717741,125.6124339,5,""
"Coffeepaste Davao",7.0717741,125.6124339,5,""
