place_name,latitude,longitude,rating,review_text
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,4,"1. Food was good but not the best. I like that their offerings are not your standard coffee shop flair. Just questioning why they decided go turn the monsieur sandwich into a beignet by covering it with heaps of powdered sugar. Pricing is a bit on the expensive side. Expect to spend about 200-250 per person. Drinks were meh. 2. Service was not bad. We were the only customers and waitress was very kind and attentive. They informed us, before ordering, what was no available. 3. Place is small. Which is not bad. But they fall prey to the ""aesthetics first, think about the customers later"" plague. They offer plated food and pasta but their tables are way too low to be able to eat comfortably."
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,4,"Pasta was rly tasty. Garlic bread could have been better. Server was really nice. Place was quaint and cozy. It was a good find"
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,4,"Today, we drove all the way to checkout this place. It was recommended by a friend. I was quite disappointed because I wanted to order a rice meal. But the only once they had was Chicken based meals. And unfortunately, I'm allergic to it. So, we ordered their alredo linguine tuna 4.5/5. Serving was quite tiny. And Beef pasta ( I forgot the name) 3/5. I did not like it that much. Cost was 200php/serving. Maybe I should have ordered something else... Coffee was okay.. 4/5 Caramel cheesecake.. 4/5 (kinda a bit too sweet for me. A must to order coffee with it. Or else ma-umay Ka SA Ka tam-is) The place was a bit small. Overall experience 4/5.. Will I dine once again?! Yes! Most especially if I'm in the area ."
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,"This is the only place where we can find Dan And Eric's Ice cream somewhere in the Talomo area we've been searching but it's too far from where we reside.. so Happy found this Instagramable cozy ambiance cafe to dine and unwind."
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,"Nice and comfy atmosphere. The place is small (like a Parisian cafe) tea and coffee are quite nice and the service is good. Nice place to chill and chat"
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,"I like their brewed coffee and great tasting blueberry cheesecake 👍👍 …"
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,1,"Coffees are too pricey for the quality."
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,"Yummy food and great ambiance. Just needs a decent parking space."
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,"That was a Delicious Meal 😋😋😋 Highly Recommend ❤️❤️❤️"
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,"Food are 10/10. Must try!"
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,"Foods are luxurious, deliciously made with love."
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,"Superb food. 👌🏻"
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,"Just passing by"
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,"Nice place"
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,"Creamy Chicken Mushroom with Red Rice and a hot Lujo Cappuccino—just perfect for my rainy-day brunch. ☕️🍄 😍"
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,2,"The cakes and cookies are very dry, I mean really not moist and expensive, the high price of their cakes should be justified"
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,3,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,4,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,4,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,3,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,""
"Cafe Lujo Bakes and Brews",7.0648341,125.5343295,5,""
